child_SentrixID	pheno1	pheno2	pheno3	pheno4
CHILD1	0.943514929509715	1.0814906345323	0.173138426380571	2.12542411957675
CHILD2	0.92636303540315	0.985166145789483	0.0168269057433821	0.912257652827839
CHILD3	0.945686646078015	1.00141402668253	-0.0738824659925173	-0.0198017088672218
CHILD4	1.04135399319948	1.14276609642356	-0.109412073785091	0.91389922214317
CHILD5	0.979147395774466	-0.914826112015192	0.0139967844582358	2.02026718765796
CHILD6	0.946896057784679	-1.17870588629729	0.0544280232743642	0.863707899712136
CHILD7	0.839413448899952	-0.925641180294873	0.0260097152438301	0.00140045607440022
CHILD8	1.07989694553233	-1.1110060623227	0.0559993549942855	1.03633486434996
CHILD9	1.06844471134373	0.16507712874666	0.0087558862476189	1.77220419962605
CHILD10	0.964049913239189	0.16048671566153	-0.096207969527904	1.12013635399558
CHILD11	0.879060303395982	0.0579923788245404	-0.127615242597562	-0.111209097593807
CHILD12	0.889906126146925	-0.0360996086365888	-0.0561818675343813	0.871895186399105
CHILD13	1.08871145750585	0.133157884001198	-0.141205956501612	2.02547761972863
CHILD14	0.762837812841101	0.194105277195025	-0.0179315399883019	0.846378585983753
CHILD15	1.20760824711088	0.00171624022597764	0.0793371114583323	-0.0692896605727132
CHILD16	0.869434588344085	-0.0318653321001459	0.00928289266789362	1.17339290797152
CHILD17	0.116446234808799	1.94189550743388	0.0241095093902124	1.88773169304051
CHILD18	-0.0977313601563137	2.14965855193796	-0.0551421795839745	1.0952027557167
CHILD19	NA	1.95943595341408	-0.0398767278784731	0.297750211632542
CHILD20	0.0449607881515076	2.00674349646306	-0.126801760640193	1.13768236483998
CHILD21	0.0377109209353012	-0.0815644305217099	0.126703763076657	2.02388160889736
CHILD22	-0.146320399515424	0.0913885484409746	-0.196636572653091	0.935397281786906
CHILD23	-0.0118521633430068	-0.186890542465982	0.0916064428026592	0.173014874502739
CHILD24	0.17219991568304	0.0111696806747134	0.0733804460924018	0.864137678736997
CHILD25	0.09094631800952	0.864477196670033	0.0286797309780225	2.16065926881857
